L1Bit,L1SeedName,pre-scale0,rate0,error_rate0,pure0,propotional0,Type,PAG,Comment
314,L1_SingleJet64_FWD_Centrality_30_100_BptxAND,1,4.48823,3.17366,0,0.0847883,
316,L1_SingleJet8_FWD_Centrality_50_100_BptxAND,1,437.603,31.3374,0,44.6427,
317,L1_SingleJet16_FWD_Centrality_50_100_BptxAND,1,143.624,17.9529,0,8.53369,
318,L1_SingleJet28_FWD_Centrality_50_100_BptxAND,1,26.9294,7.77385,0,0.793016,
319,L1_SingleJet36_FWD_Centrality_50_100_BptxAND,1,17.9529,6.34732,0,0.479362,
320,L1_SingleJet44_FWD_Centrality_50_100_BptxAND,1,4.48823,3.17366,0,0.0914673,
321,L1_SingleJet56_FWD_Centrality_50_100_BptxAND,1,2.24412,2.24412,0,0.0380359,
322,L1_SingleJet64_FWD_Centrality_50_100_BptxAND,1,2.24412,2.24412,0,0.0380359,
344,L1_SingleEG3_BptxAND,1,17302.1,197.048,0,1135.49,
345,L1_SingleEG5_BptxAND,1,12511,167.559,0,556.399,
346,L1_SingleEG7_BptxAND,1,9485.88,145.902,0,340.193,
347,L1_SingleEG12_BptxAND,1,4297.48,98.2042,0,109.635,
348,L1_SingleEG15_BptxAND,1,2657.04,77.2185,0,58.7986,
349,L1_SingleEG21_BptxAND,1,832.568,43.2248,0,16.6668,
350,L1_SingleEG30_BptxAND,1,307.444,26.2667,0,5.62173,
352,L1_SingleIsoEG3_BptxAND,1,1777.34,63.1551,0,193.199,
353,L1_SingleIsoEG7_BptxAND,1,285.003,25.2899,0,9.40926,
354,L1_SingleIsoEG12_BptxAND,1,199.726,21.171,0,4.54852,
355,L1_SingleIsoEG15_BptxAND,1,179.529,20.072,0,3.49646,
356,L1_SingleIsoEG21_BptxAND,1,166.065,19.3046,0,3.05338,
359,L1_SingleEG2_NotMinimumBiasHF2_AND_BptxAND,1,4005.75,94.8123,2926.33,3162.15,
360,L1_SingleEG3_NotMinimumBiasHF2_AND_BptxAND,1,980.679,46.9123,0,202.246,
361,L1_SingleEG5_NotMinimumBiasHF2_AND_BptxAND,1,107.718,15.5477,0,10.7666,
363,L1_SingleEG3_Centrality_30_100_BptxAND,1,9097.65,142.885,0,851.597,
364,L1_SingleEG7_Centrality_30_100_BptxAND,1,2048.88,67.808,0,104.256,
365,L1_SingleEG15_Centrality_30_100_BptxAND,1,235.632,22.9954,0,6.95592,
366,L1_SingleEG21_Centrality_30_100_BptxAND,1,87.5206,14.0145,0,1.74931,
373,L1_SingleEG5_SingleJet28_MidEta2p7_BptxAND,1,9658.68,147.225,0,327.851,
374,L1_SingleEG5_SingleJet32_MidEta2p7_BptxAND,1,8882.22,141.183,0,282.887,
375,L1_SingleEG5_SingleJet40_MidEta2p7_BptxAND,1,7336.02,128.308,0,210.062,
376,L1_SingleEG7_SingleJet32_MidEta2p7_BptxAND,1,7845.43,132.688,0,233.703,
377,L1_SingleEG7_SingleJet40_MidEta2p7_BptxAND,1,6763.77,123.202,0,185.32,
378,L1_SingleEG7_SingleJet28_MidEta2p7_MinDr0p4_BptxAND,1,8063.11,134.516,0,248.694,
379,L1_SingleEG7_SingleJet44_MidEta2p7_MinDr0p4_BptxAND,1,6121.95,117.211,0,162.104,
380,L1_SingleEG7_SingleJet56_MidEta2p7_MinDr0p4_BptxAND,1,3900.28,93.5557,0,92.6034,
381,L1_SingleEG7_SingleJet60_MidEta2p7_MinDr0p4_BptxAND,1,3076.69,83.093,0,70.1842,
382,L1_SingleEG12_SingleJet32_MidEta2p7_BptxAND,1,4046.14,95.2891,0,96.0926,
383,L1_SingleEG12_SingleJet40_MidEta2p7_BptxAND,1,3808.27,92.4457,0,87.0284,
388,L1_SingleEG15_SingleJet28_MidEta2p7_BptxAND,1,2600.93,76.3989,0,55.9095,
389,L1_SingleEG15_SingleJet44_MidEta2p7_BptxAND,1,2392.23,73.2697,0,48.671,
390,L1_SingleEG15_SingleJet56_MidEta2p7_BptxAND,1,1811,63.7503,0,34.8538,
391,L1_SingleEG15_SingleJet60_MidEta2p7_BptxAND,1,1526,58.5194,0,28.8388,
392,L1_SingleEG15_SingleJet28_MidEta2p7_MinDr0p4_BptxAND,1,2481.99,74.6317,0,52.4562,
393,L1_SingleEG15_SingleJet44_MidEta2p7_MinDr0p4_BptxAND,1,2246.36,71.0007,0,45.4063,
394,L1_SingleEG15_SingleJet56_MidEta2p7_MinDr0p4_BptxAND,1,1653.91,60.9227,0,31.6899,
395,L1_SingleEG15_SingleJet60_MidEta2p7_MinDr0p4_BptxAND,1,1382.38,55.6975,0,26.0485,
398,L1_DoubleEG8_BptxAND,1,5805.53,114.142,0,160.239,
399,L1_DoubleEG10_BptxAND,1,3871.1,93.2052,0,93.1564,
401,L1_DoubleEG1_NotMinimumBiasHF2_AND_BptxAND,1,4.48823,3.17366,0,0.421971,
402,L1_DoubleEG2_NotMinimumBiasHF2_AND_BptxAND,1,4.48823,3.17366,0,0.421971,
403,L1_DoubleEG3_NotMinimumBiasHF2_AND_BptxAND,1,2.24412,2.24412,0,0.172624,
404,L1_DoubleEG5_NotMinimumBiasHF2_AND_BptxAND,1,0,0,0,0,



9999,Total rate,1,211.151,0.688366,80.1733,211.155,
